"Freq [GHz]","dB(St(1,2)) []"
1,-29.3874540606069
1.006,-31.1562130597139
1.012,-32.7227446192342
1.018,-33.0938687068599
1.024,-31.932174288564
1.03,-30.2118319723955
1.036,-28.6676876615775
1.042,-27.4846143283848
1.048,-26.6385326207265
1.054,-26.057077357684
1.06,-25.6677183235213
1.066,-25.4110935059837
1.072,-25.2432701181657
1.078,-25.1339546022028
1.084,-25.0633972461813
1.09,-25.0192944523745
1.096,-24.9942512469409
1.102,-24.9839398160899
1.108,-24.9858766559097
1.114,-24.9986675549369
1.12,-25.0215712854238
1.126,-25.0542639274156
1.132,-25.0967209890953
1.138,-25.1491635029235
1.144,-25.2120348244576
1.15,-25.2859881412599
1.156,-25.3718728114197
1.162,-25.4707125181329
1.168,-25.5836712902257
1.174,-25.7120056598766
1.18,-25.8570031712045
1.186,-26.0199093602836
1.192,-26.2018471851784
1.198,-26.4037344879331
1.204,-26.6262061070448
1.21,-26.869547425053
1.216,-27.1336452611203
1.222,-27.4179601622591
1.228,-27.7215216234331
1.234,-28.0429450778633
1.24,-28.3804671929309
1.246,-28.7319945192693
1.252,-29.0951600771775
1.258,-29.4673829712727
1.264,-29.8459273392616
1.27,-30.2279584953065
1.276,-30.6105956529544
1.282,-30.9909618121088
1.288,-31.3662320847723
1.294,-31.7336818451824
1.3,-32.0907356524113
1.306,-32.4350170224761
1.312,-32.764398005251
1.318,-33.0770463803368
1.324,-33.3714673764701
1.33,-33.6465363688087
1.336,-33.901519170229
1.342,-34.1360773379049
1.348,-34.3502572528895
1.354,-34.544463360327
1.36,-34.7194175744716
1.366,-34.8761081597314
1.372,-35.0157321858679
1.378,-35.1396358415074
1.384,-35.2492565264359
1.39,-35.3460698781018
1.396,-35.4315439132829
1.402,-35.5071014657888
1.408,-35.5740912153941
1.414,-35.6337669137441
1.42,-35.6872739466473
1.426,-35.7356421147924
1.432,-35.7797834283657
1.438,-35.8204937481525
1.444,-35.8584572210406
1.45,-35.8942526135495
1.456,-35.9283608149855
1.462,-35.9611729434294
1.468,-35.9929986321858
1.474,-36.0240741966381
1.48,-36.0545704806477
1.486,-36.0846002591221
1.492,-36.1142251317689
1.498,-36.1434618854665
1.504,-36.1722883321653
1.51,-36.2006486485881
1.516,-36.2284582556072
1.522,-36.2556082809966
1.528,-36.2819696508709
1.534,-36.3073968537362
1.54,-36.3317314176422
1.546,-36.3548051361482
1.552,-36.3764430732435
1.558,-36.396466371403
1.564,-36.4146948809446
1.57,-36.4309496230217
1.576,-36.4450550931538
1.582,-36.4568414073348
1.588,-36.4661462885886
1.594,-36.4728168885033
1.6,-36.4767114358195
1.606,-36.4777007026561
1.612,-36.475669278428
1.618,-36.4705166419334
1.624,-36.4621580234109
1.63,-36.4505250504857
1.636,-36.4355661747194
1.642,-36.4172468787934
1.648,-36.3955496679976
1.654,-36.3704738535
1.66,-36.3420351386195
1.666,-36.3102650228556
1.672,-36.2752100415662
1.678,-36.2369308618056
1.684,-36.1955012568387
1.69,-36.1510069831688
1.696,-36.1035445845407
1.702,-36.0532201473248
1.708,-36.0001480309922
1.714,-35.9444495961428
1.72,-35.886251950832
1.726,-35.8256867338779
1.732,-35.7628889515157
1.738,-35.6979958813259
1.744,-35.6311460548822
1.75,-35.5624783281505
1.756,-35.4921310463677
1.762,-35.4202413080179
1.768,-35.3469443306058
1.774,-35.2723729192225
1.78,-35.196657037384
1.786,-35.1199234782366
1.792,-35.0422956329045
1.798,-34.9638933513673
1.804,-34.884832889667
1.81,-34.805226935253
1.816,-34.7251846996776
1.822,-34.6448120643964
1.828,-34.5642117609109
1.834,-34.4834835607488
1.84,-34.4027244438439
1.846,-34.3220287060764
1.852,-34.2414879589019
1.858,-34.161190967645
1.864,-34.0812232725664
1.87,-34.0016665414819
1.876,-33.9225976183397
1.882,-33.8440872622774
1.888,-33.7661986180546
1.894,-33.6889855193924
1.9,-33.6124907939693
1.906,-33.5367447983803
1.912,-33.4617644441114
1.918,-33.3875529623053
1.924,-33.3141005842009
1.93,-33.2413861892194
1.936,-33.1693798160893
1.942,-33.0980457811658
1.948,-33.0273460422841
1.954,-32.9572434144897
1.96,-32.8877042918224
1.966,-32.8187006391445
1.972,-32.7502111564086
1.978,-32.6822216489767
1.984,-32.6147247351997
1.99,-32.5477190748941
1.996,-32.4812083121025
2.002,-32.4151999038767
2.008,-32.3497039679597
2.014,-32.2847322386397
2.02,-32.2202971803183
2.026,-32.1564112769163
2.032,-32.0930864933227
2.038,-32.0303338917907
2.044,-31.9681633796784
2.05,-31.9065835631956
2.056,-31.8456016830683
2.062,-31.7852236108857
2.068,-31.7254538883861
2.074,-31.666295795471
2.08,-31.6077514359548
2.086,-31.5498218328287
2.092,-31.4925070270769
2.098,-31.435806175881
2.104,-31.3797176474255
2.11,-31.3242391105466
2.116,-31.2693676182242
2.122,-31.215099684451
2.128,-31.1614313543843
2.134,-31.1083582679325
2.14,-31.0558757170869
2.146,-31.003978697398
2.152,-30.9526619540442
2.158,-30.9019200229538
2.164,-30.8517472674359
2.17,-30.8021379107559
2.176,-30.7530860650663
2.182,-30.7045857570683
2.188,-30.6566309507528
2.194,-30.6092155675329
2.2,-30.56233350405
2.206,-30.5159786479076
2.212,-30.4701448915593
2.218,-30.4248261445521
2.224,-30.3800163443059
2.23,-30.3357094655868
2.236,-30.2918995288196
2.242,-30.2485806073611
2.248,-30.2057468338503
2.254,-30.1633924057318
2.26,-30.1215115900426
2.266,-30.0800987275395
2.272,-30.0391482362391
2.278,-29.9986546144296
2.284,-29.9586124432132
2.29,-29.9190163886262
2.296,-29.8798612033827
2.302,-29.8411417282805
2.308,-29.802852893305
2.314,-29.7649897184637
2.32,-29.7275473143783
2.326,-29.6905208826617
2.332,-29.6539057161009
2.338,-29.6176971986696
2.344,-29.5818908053855
